sentence,label
Can you tell me about these disposable virtual cards?,get_disposable_virtual_card
Can you tell me what are disposable cards for?,get_disposable_virtual_card
What are the disposable cards used for?,get_disposable_virtual_card
How does a disposable virtual card work?,get_disposable_virtual_card
How do I set up my card PIN?,get_physical_card
The card PIN is not visible anywhere?,get_physical_card
Where is my PIN?,get_physical_card
How will I receive my PIN?,get_physical_card
I cannot find my PIN.,get_physical_card
Does the PIN come under separate cover?,get_physical_card
I am yet to receive my pin.,get_physical_card
I haven't received my PIN yet. Do I need to get it from you?,get_physical_card
Where is the PIN number found?,get_physical_card
How long do I wait for my PIN,get_physical_card
Are extra cards free?,getting_spare_card
How can I get another card?,getting_spare_card
Can I order a second card?,getting_spare_card
How can I create another card linked to this account?,getting_spare_card
My daughter would like a card from my account?  Can I do this?,getting_spare_card
Are there any fees to get additional cards?,getting_spare_card
Can I get spare cards?,getting_spare_card
How do I receive more physical cards,getting_spare_card
Can I have a duplicate second card?,getting_spare_card
How do I get another card,getting_spare_card
Why have I not yet received my virtual card?,getting_virtual_card
Why haven't I been given a virtual card yet?,getting_virtual_card
Where do I order a virtual card?,getting_virtual_card
"I would like to order a virtual card, where can I get one?",getting_virtual_card
Why have I not received a virtual card yet?,getting_virtual_card
Are there virtual cards,getting_virtual_card
What do I have to do to get my virtual card?,getting_virtual_card
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card
How can I go about ordering a virtual card?,getting_virtual_card
Where can i find the virtual card?,getting_virtual_card
Can you help me retrieve my card?,lost_or_stolen_card
Can you tell me the status of my new card?,lost_or_stolen_card
What should I do?  My card has been stolen!,lost_or_stolen_card
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",lost_or_stolen_card
I lost my wallet and all my cards were in it.,lost_or_stolen_card
"I lost my card, what do I do now?",lost_or_stolen_card
My card was stolen,lost_or_stolen_card
My card is lost!  Please help me!,lost_or_stolen_card
Who can I speak with regarding a lost card?,lost_or_stolen_card
Can you provide information for freezing my card immediately?,lost_or_stolen_card
I can't use the app because I got mugged yesterday and they took everything. Please help.,lost_or_stolen_phone
What do I do to lock my phone after losing it so my account isn't accessed,lost_or_stolen_phone
I lost my phone.  What do I do to block someone else from using my account?,lost_or_stolen_phone
"I cannot get to my app, what should I do?",lost_or_stolen_phone
"I cannot find my phone, what should I do?",lost_or_stolen_phone
How do I use my card if I lost my phone?,lost_or_stolen_phone
"my phone was taken yesterday, what should I do about my account?",lost_or_stolen_phone
"I no longer have my phone, what should I do?",lost_or_stolen_phone
I left my phone somewhere and can't use the app.,lost_or_stolen_phone
My cards were stolen,lost_or_stolen_phone
Is there a fee to get an actual card?,order_physical_card
What locations are cards delivered to?,order_physical_card
Do I have to pay for a physical card?,order_physical_card
Can I get an actual card,order_physical_card
Is payment required to get a card of my own?,order_physical_card
Where do you need to live to receive card,order_physical_card
"I need to get a card, how do I do that?",order_physical_card
Do I get an actual card?,order_physical_card
What is the cost for physical cards?,order_physical_card
Do I get a card to keep in my wallet?,order_physical_card
What is my password?,passcode_forgotten
I am unaware of what my password is.,passcode_forgotten
I need a new login code,passcode_forgotten
I need to reset my passcode. Where do I go to do that?,passcode_forgotten
I forgot my password to get into the app!,passcode_forgotten
Why doesn't my passcode work?,passcode_forgotten
"I can't remember my app code, can you reset it?",passcode_forgotten
What are the steps for changing my passcode?,passcode_forgotten
Can someone help with my passcode?,passcode_forgotten
I need to reset the passcode.,passcode_forgotten
My card payment says pending and it hasn't changed,pending_card_payment
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",pending_card_payment
I have a payment that is still pending,pending_card_payment
The payment on my card shows as pending.,pending_card_payment
I made a payment but it's still pending,pending_card_payment
The purchase I made is still pending.,pending_card_payment
Why is my card payment pending?,pending_card_payment
What does it mean if it says that my payment is pending?,pending_card_payment
I need to find out why my pending payment hasn't gone through.,pending_card_payment
Why is my purchase showing as pending?,pending_card_payment
Why would a cash withdrawal still be pending?,pending_cash_withdrawal
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",pending_cash_withdrawal
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal
Why is my withdrawal from the ATM still showing as pending?,pending_cash_withdrawal
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",pending_cash_withdrawal
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",pending_cash_withdrawal
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",pending_cash_withdrawal
how long will my cash withdrawal be pending for?,pending_cash_withdrawal
I'm expecting to see a cash withdrawal but I'm still waiting.,pending_cash_withdrawal
How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal
My top is still pending.,pending_top_up
"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",pending_top_up
What is the reason my top-up is still pending?,pending_top_up
When will my top-up go through?,pending_top_up
why is top up pending,pending_top_up
I made a top up yesterday but it's still pending.,pending_top_up
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,pending_top_up
My top up is still pending,pending_top_up
Why has my top up not gone through yet?,pending_top_up
I have been waiting for my top-up to complete and it still hasn't gone through.,pending_top_up
Can you tell me why my transfer is pending still?,pending_transfer
"It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",pending_transfer
"Why is my transfer appearing as ""pending""?",pending_transfer
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",pending_transfer
Could you please help me figure out why the seller has not received their money after I sent it.,pending_transfer
I have an outgoing transfer,pending_transfer
"Hello. How long does it usually take to transfer money to another country? I've made sure all the information is correct, but the transfer still says that it's ""pending.""",pending_transfer
What is the reason a transfer shows as pending?,pending_transfer
The transfer was accepted but now it's stuck on pending. When will it go through?,pending_transfer
How long will my transfer stay pending?,pending_transfer
Can you unblock my blocked pin?,pin_blocked
Will you help me unblock my pin after putting in the wrong pin too many times?,pin_blocked
I forgot my pin and am blocked now. Can I reset it somewhere?,pin_blocked
How come I got blocked for entering wrong pins?,pin_blocked
What do I do if my PIN was blocked?,pin_blocked
Can you unblock my account?  I entered the PIN wrong.,pin_blocked
"My pin needs unblocking, unblock it please?",pin_blocked
How to unblock my PIN?,pin_blocked
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,pin_blocked
Can I unblock my pin using the app?,pin_blocked
How do I transfer funds if I am paid in GBP?,receiving_money
"How do I know what my account is set to, I am paid in GBP?",receiving_money
I would like to know how my friend would be able to send me money,receiving_money
Am I allowed to use different currencies?,receiving_money
i want to get my salary deposited as pesos?,receiving_money
I received a transfer in GBP how do I change it to a different currency?,receiving_money
How can my boss pay me directly to the card?,receiving_money
My salary comes in GBP can I change my options somewhere?,receiving_money
can my husband open an account and transfer money,receiving_money
How can you transfer my salary to my correct currency?,receiving_money
tell me how to get a refund for something I bought.,request_refund
My statement has a charge that shouldn't have been made.,request_refund
I need to cancel a purchase?,request_refund
How do I get a refund for something I bought?,request_refund
It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people.,request_refund
Can I get a refund on an item?,request_refund
How do I get a refund for an item I bought?,request_refund
I ordered online weeks ago and I never received my package in the mail and I don't want to wait any more. So if I could get my money back now that would be great.,request_refund
I need my purchase cancelled.,request_refund
Hello. How do i go about getting a refund of an item i bought ? I want to cancel the payment since i have not received the item yet.,request_refund
What happens if my card payment is cancelled?,reverted_card_payment?
My card payment was reverted,reverted_card_payment?
What is the reason for my card payment to be reverted?,reverted_card_payment?
"Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please.",reverted_card_payment?
I just got refunded for my purchase over two weeks ago,reverted_card_payment?
why would a merchant refuse a payment,reverted_card_payment?
I think my card payment has been refunded,reverted_card_payment?
"I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here?",reverted_card_payment?
"Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card?",reverted_card_payment?
"I noticed my card payment was cancelled, can you tell me why?",reverted_card_payment?
how can i add money from my amex card,supported_cards_and_currencies
Can I use American Express?,supported_cards_and_currencies
Which cards and currencies are supported?,supported_cards_and_currencies
Can you tell me what cards and currencies you support?,supported_cards_and_currencies
What forms of payment do you accept?,supported_cards_and_currencies
I wish to use my American Express to put funds into my account.,supported_cards_and_currencies
Will my other US credit card be accepted?,supported_cards_and_currencies
What payment methods are used to top up?,supported_cards_and_currencies
What cards do you accept to top up my account?,supported_cards_and_currencies
What kind of cards an currency do you support?,supported_cards_and_currencies
"I'm not happy, I want to close my account.",terminate_account
Please delete my account and personal information.,terminate_account
"The service here is horrible, I want to delete my account.",terminate_account
please delete account,terminate_account
I need to close my account.  Your company is terrible!,terminate_account
How do I discontinue my account?,terminate_account
I am very dissatisfied with the services that you are providing.  I want to cancel my account.,terminate_account
I'd like to delete my account.,terminate_account
"I no longer want this account, what should I do?",terminate_account
I want to delete my account. How do I do this?,terminate_account
I want to do a swift transfer,top_up_by_bank_transfer_charge
Is there a charge for transfers?,top_up_by_bank_transfer_charge
Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge
What would I be charged in receiving a SEPA transfer?,top_up_by_bank_transfer_charge
Do I get charged if I am receiving money?,top_up_by_bank_transfer_charge
"If someone sends me money, will I be charged?",top_up_by_bank_transfer_charge
What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge
Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge
Is there a top up fee for transfer?,top_up_by_bank_transfer_charge
Am I able to do a SWIFT transfer with you?,top_up_by_bank_transfer_charge
Are there any fees if I want to add money using an international card?,top_up_by_card_charge
Is there a charge for topping up by card?,top_up_by_card_charge
How much does top up fees cost?,top_up_by_card_charge
Will you assess me more fees if I top up with an international card?,top_up_by_card_charge
Where can i top my card for free?,top_up_by_card_charge
If I top up using a European card is there a charge?,top_up_by_card_charge
Will I be charged a fee for topping up using a European card?,top_up_by_card_charge
what is the fee for topping up by card?,top_up_by_card_charge
Do I have to pay extra if I use an international card to top up my account?,top_up_by_card_charge
Will there be extra charges regarding to adding money into my international card?,top_up_by_card_charge
I want to top up by cheque,top_up_by_cash_or_cheque
Where is the option to top up with a cheque?,top_up_by_cash_or_cheque
Where can I find top up by cash deposit?,top_up_by_cash_or_cheque
I want to use cash to top up.,top_up_by_cash_or_cheque
Is there somewhere I can send a check to add to my account?,top_up_by_cash_or_cheque
Can you tell me where to find top up by cash deposit?,top_up_by_cash_or_cheque
Can I top up my balance with a cheque?,top_up_by_cash_or_cheque
Where's the button to top up with a cheque?,top_up_by_cash_or_cheque
Can I cash deposit to top up my account,top_up_by_cash_or_cheque
Can I top-up by cheque?,top_up_by_cash_or_cheque
why is my top up failing,top_up_failed
I tried to top up my account and it didn't work,top_up_failed
The top-up did not go through.,top_up_failed
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,top_up_failed
I was trying to top-up and my credit card was declined. Can you tell me why?,top_up_failed
"I could not get a top-up to work, why?",top_up_failed
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",top_up_failed
My top-up was rejected by an app.,top_up_failed
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,top_up_failed
My top-up didn't go through,top_up_failed
Is there a limit on how much I can top up?,top_up_limits
What is the max amount of top-ups?,top_up_limits
Is the top-up amount unlimited?,top_up_limits
Can I use as many top-ups as I want?,top_up_limits
Is there a maximum for top-ups?,top_up_limits
How often am I able to top-up?,top_up_limits
What's the top-up limit?,top_up_limits
limits on top ups,top_up_limits
Can I set my own top-up limit?,top_up_limits
How much is ok for me to top up with?,top_up_limits
What should I do?  I topped off but the app reversed  it.,top_up_reverted
My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,top_up_reverted
What happened to the money that I deposited?,top_up_reverted
Reverted top up,top_up_reverted
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted
"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",top_up_reverted
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,top_up_reverted
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",top_up_reverted
I put some money in my account the other day but now its gone? Why is this?,top_up_reverted
"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?",top_up_reverted
My top up is not showing up in my wallet!,topping_up_by_card
"I tried to top off using the card, but the money just disappeared?",topping_up_by_card
i can not see my top up,topping_up_by_card
Why was my card charged when topping off my balance but it's not showing up in my wallet balance?,topping_up_by_card
Is it possible to top up by card?,topping_up_by_card
I tried to get gas but my money was gone!,topping_up_by_card
Am I the only one who can top-up my account?,topping_up_by_card
I have a new card. How do i top it up?,topping_up_by_card
Is it possible to transfer money to my credit card?,topping_up_by_card
"I attempted to top up using my card, but now the money just disappeared?",topping_up_by_card
there were two of the same charge to my account,transaction_charged_twice
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
I have two of the same charges on my account!,transaction_charged_twice
"Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?",transaction_charged_twice
Transaction showing up many times.,transaction_charged_twice
There are two of the same charge on my statement.,transaction_charged_twice
I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,transaction_charged_twice
I have been overcharged.,transaction_charged_twice
"Hi, I was at a restaurant later the week and when I went to look at my account I noticed that I got charged twice. I would like to get my money back from one of those transactions.",transaction_charged_twice
I was charged several times for something,transaction_charged_twice
Why am I seeing a transfer fee on my bank statement?,transfer_fee_charged
Why were there additional charges when I transferred funds?,transfer_fee_charged
I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.,transfer_fee_charged
When I was transferring money I was charged extra why?,transfer_fee_charged
"I see a transfer fee, but to my understand, that should have been free, what happened?",transfer_fee_charged
How come a fee was charged when I tranferred money,transfer_fee_charged
Why is there a fee for my transfer?,transfer_fee_charged
I did a transfer and was charged a fee that should not have been charged!,transfer_fee_charged
I need to know how much it costs to transfer funds.,transfer_fee_charged
"After a transfer, I see an extra fee.  Why?",transfer_fee_charged
How do I transfer money into my account?,transfer_into_account
"I need to transfer money into my account, and I don't know how to do that.",transfer_into_account
How do I transfer cash my into my account?,transfer_into_account
Help! My account doesn't show any funds. Is transferring funds an option I can use?,transfer_into_account
Where can I find out how to transfer money into my account.,transfer_into_account
How do I transfer money between two of my accounts?,transfer_into_account
How can I add money to my account from another account I have?,transfer_into_account
How can I top up my account by bank transfer?,transfer_into_account
I want to transfer a sum of money from another bank account I have into this one,transfer_into_account
I need to know the process to transfer money into my account.,transfer_into_account
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient
Why is my friend not getting a transaction arrival yet?,transfer_not_received_by_recipient
A transaction to a friend still hasn't shown up.,transfer_not_received_by_recipient
When will I get my money? It's been too long.,transfer_not_received_by_recipient
My cash transaction isn't showing on my account,transfer_not_received_by_recipient
What do I do if I completed a money transfer but the recipient hasn't received it?,transfer_not_received_by_recipient
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,transfer_not_received_by_recipient
"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient
why has a transaction to a friend been delayed?,transfer_not_received_by_recipient
How long is the transfer?,transfer_timing
Help! I need to transfer something to China.,transfer_timing
What is the estimated time on an urgent transfer from China?,transfer_timing
How long will it take for the money to reach my account?,transfer_timing
When will the money from a transfer be made available on my account?,transfer_timing
How long until the transfer is reflected on my account balance?,transfer_timing
How long does it take transfers from Europe to complete?,transfer_timing
When can I expect the transfer to arrive in my account?,transfer_timing
How long will I have to wait for my money to be in my account?,transfer_timing
"I have a transfer from the US, How long is the wait?",transfer_timing
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",unable_to_verify_identity
I can't upload my identification.,unable_to_verify_identity
I have trouble proving my identity.,unable_to_verify_identity
I dont have identification,unable_to_verify_identity
"My identity isn't being accepted, what should I do?",unable_to_verify_identity
My identity can't be verified.,unable_to_verify_identity
What do I need to bring for identification?,unable_to_verify_identity
I am not recognized by the app.,unable_to_verify_identity
I am having trouble verifying my id.,unable_to_verify_identity
Why hasn't my ID been verified?,unable_to_verify_identity
What do I need for the verification check?,verify_my_identity
Which documents do I need for this identity check?,verify_my_identity
How can I prove who I am?,verify_my_identity
"For the identity check, what kind of documents do I need to have?",verify_my_identity
How can I prove I am me?,verify_my_identity
How do I verify my identity online,verify_my_identity
How do i change my identity?,verify_my_identity
Hi! What documents can I use to verify my identity?,verify_my_identity
What is needed for the identity verification?,verify_my_identity
How do I perform identity checks?,verify_my_identity
Where did my money come from?,verify_source_of_funds
Why do I need to verify my funds?,verify_source_of_funds
Can I see the source of my available money?,verify_source_of_funds
How can I lookup the source for my available money?,verify_source_of_funds
How can I look at where my available cash is coming from?,verify_source_of_funds
Please explain to me how to know where my funds are from.,verify_source_of_funds
Is there a way for me to check my balance?,verify_source_of_funds
I require verification of my source of funds.,verify_source_of_funds
How can I receive verification for the source of my funds?,verify_source_of_funds
I need to see where my money came from.,verify_source_of_funds
I need to find the top up verification code,verify_top_up
I have a top up card. Where is the verification code?,verify_top_up
Tell me how to verify a top up.,verify_top_up
why do you verify the top up,verify_top_up
this verifying the top up is annoying,verify_top_up
How do I verify the top-up card?,verify_top_up
Where is the top-up verification code located?,verify_top_up
Is there a reason why top-up needs verifying?,verify_top_up
Where do i verify a top-up card?,verify_top_up
how do I find the code to verify the top up card?,verify_top_up
I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,virtual_card_not_working
My disposable virtual card got rejected,virtual_card_not_working
I can't make purchases with my virtual card.,virtual_card_not_working
My throwaway virtual card won't work,virtual_card_not_working
My virtual car is not working.,virtual_card_not_working
Why won't my virtual card work?,virtual_card_not_working
I have a disposable card but it does not work?,virtual_card_not_working
Is there a reason why my virtual card won't work?,virtual_card_not_working
Can I use my virtual card for recurring monthly payments?,virtual_card_not_working
I can't get my virtual card to work at all,virtual_card_not_working
Visa or Mastercard?,visa_or_mastercard
Can I choose between Visa or MasterCard?,visa_or_mastercard
is it ok if i use both visa and mastercard,visa_or_mastercard
How do I get selected for a visa card?,visa_or_mastercard
Do I have an option between Visa and MasterCard?,visa_or_mastercard
Can I get a Visa from you?,visa_or_mastercard
Is it possible to get both Mastercard and Visa card from you?,visa_or_mastercard
Do you accept Visa or Mastercard?,visa_or_mastercard
Please give me a Mastercard instead.,visa_or_mastercard
can i use both visa and mastercard,visa_or_mastercard
why and how soon do I have to have proof of identity to you?,why_verify_identity
Why do you need so much id info from me?,why_verify_identity
what are the reasons I have to proof my identity to you?,why_verify_identity
Why is there an identity check?,why_verify_identity
"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",why_verify_identity
Am I supposed to verify my identity?,why_verify_identity
Why do you have an identity check?,why_verify_identity
Can I use my account before the identity verification is complete?,why_verify_identity
Why check my identity?,why_verify_identity
Is the identity check part of bank policy?,why_verify_identity
I only got $20 of the $100 that I attempted to withdraw.,wrong_amount_of_cash_received
"I tried to withdraw $100, all it gave me was $20.",wrong_amount_of_cash_received
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",wrong_amount_of_cash_received
I visited the ATM but got less money than what I requested. Why?,wrong_amount_of_cash_received
"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received
$20 came out instead of $100,wrong_amount_of_cash_received
The ATM didn't give me the amount I asked for,wrong_amount_of_cash_received
Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.,wrong_amount_of_cash_received
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",wrong_amount_of_cash_received
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,wrong_amount_of_cash_received
"I tried using a foreign currency at an ATM, but the ATM provided me an incorrect rate. Why is that?",wrong_exchange_rate_for_cash_withdrawal
Foreign currency rates were put in wrong at an ATM i used.,wrong_exchange_rate_for_cash_withdrawal
When I got cash I believe that the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal
I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,wrong_exchange_rate_for_cash_withdrawal
what is the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal
Why did you give me so little currency?,wrong_exchange_rate_for_cash_withdrawal
I didn't receive the correct exchange rate when I got cash.,wrong_exchange_rate_for_cash_withdrawal
You've incorrectly calculated the exchange rate for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal
Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,wrong_exchange_rate_for_cash_withdrawal
"When I got cash, the exchange rate applied was wrong.",wrong_exchange_rate_for_cash_withdrawal
